Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Band strength (product.metafields.shopify.band-strength),Blade material (product.metafields.shopify.blade-material),Board material (product.metafields.shopify.board-material),Board mounting type (product.metafields.shopify.board-mounting-type),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Corrector features (product.metafields.shopify.corrector-features),Desk organizer features (product.metafields.shopify.desk-organizer-features),Envelope features (product.metafields.shopify.envelope-features),Fabric (product.metafields.shopify.fabric),Frame design (product.metafields.shopify.frame-design),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Hardware material (product.metafields.shopify.hardware-material),Ink color (product.metafields.shopify.ink-color),Lead grade (product.metafields.shopify.lead-grade),Marker tip design (product.metafields.shopify.marker-tip-design),Material (product.metafields.shopify.material),Office instrument material (product.metafields.shopify.office-instrument-material),Office supply material (product.metafields.shopify.office-supply-material),Paper size (product.metafields.shopify.paper-size),Paper type (product.metafields.shopify.paper-type),Pen color (product.metafields.shopify.pen-color),Presentation supply features (product.metafields.shopify.presentation-supply-features),Shape (product.metafields.shopify.shape),Spinner type (product.metafields.shopify.spinner-type),Stapler features (product.metafields.shopify.stapler-features),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Status
paper-one-digital-a4-100-gsm-premium-photocopy-paper,,,,,,,,,Ream,,,,,,,,501 253,0.0,shopify,-11,continue,manual,2.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/digital_Ream.png?v=1758553143,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/digital_Ream.png?v=1758553143,kg,,,,,,
paper-one-a4-green-80-gsm-all-purpose-photocopy-paper,Paper One A4 Green 80 GSM All Purpose Photocopy Paper,"<p>PaperOne Green is a premium quality, environmentally friendly copier paper designed for high-performance printing and copying. Made from 100% renewable fiber and certified for sustainable forest management, it offers exceptional print clarity and smoothness for all your office needs.</p>
<p><br></p>
<p data-start=""454"" data-end=""484""><strong data-start=""454"" data-end=""463"">Size:</strong> A4 (210mm x 297mm)</p>
<p data-start=""454"" data-end=""484""><strong data-start=""487"" data-end=""498"">Weight:</strong> 80 GSM (grams per square meter)</p>
<p data-start=""535"" data-end=""606""><strong data-start=""535"" data-end=""545"">Color:</strong> Bright white with a high opacity for double-sided printing</p>
<p data-start=""609"" data-end=""674""><strong data-start=""609"" data-end=""626"">Eco-Friendly:</strong> PEFC/FSC certified, made from renewable fiber</p>
<p data-start=""677"" data-end=""755""><strong data-start=""677"" data-end=""692"">Technology:</strong> ProDigi™ HD Print Technology for sharper, smudge-free prints</p>
<p data-start=""758"" data-end=""847""><strong data-start=""758"" data-end=""774"">Performance:</strong> Jam-free performance in high-speed copiers, printers, and fax machines</p>
<p data-start=""850"" data-end=""933""><strong data-start=""850"" data-end=""867"">Applications:</strong> Ideal for everyday printing, photocopying, reports, and documents</p>",April Paper,Office Supplies > General Office Supplies > Paper Products > Printer & Copier Paper,Paper,"APRIL PAPER, Best Seller, Brands, computer paper, photocopy paper, Premium Paper",true,Packing,Carton,,,,,,,,,0.0,shopify,13,deny,manual,5.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/e_744-2.jpg?v=1758542537,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/e_744-2.jpg?v=1758542537,kg,,,true,,,active
paper-one-a4-green-80-gsm-all-purpose-photocopy-paper,,,,,,,,,Ream,,,,,,,,,0.0,shopify,95,deny,manual,1.150,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/80-gsm-a4-size-paper-500x500.webp?v=1758542537,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/80-gsm-a4-size-paper-500x500.webp?v=1758542537,kg,,,,,,
original-graphite-pencils-pkt-with-clean-smooth-erasers-pkt-copy,ORIGINAL Graphite Pencils Pkt with Clean & Smooth Erasers Pkt (Copy),"<p>Graphite Pencil Without Eraser 2 Packets of 12pc each<br>Eraser Clean Smooth Packet of 24 pcs.</p>
<p>""</p>",Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Writing Pencils > Wooden Pencils,Desk Accessories,"Brands, Desk Accessories, Office Supplies",true,Title,Default Title,,,,,,,,097 43971  + 082 OR-002,0.0,shopify,0,continue,manual,1.500,2.600,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/20pcsDSC04802copy2.jpg?v=1756128479,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
omega-xl-ball-pens-5-packets-ball-pen-1-0-mm-pkt-12,OMEGA XL Ball Pens 5 packets  Ball Pen 1.0 Mm Pkt/12,"<p>OMEGA XL ball Pens of 12 pcs Packets x 5 </p>
<p>Tip: 1.0mm</p>
<p>Mixed Colors  Blue / Black / Red / Green<br></p>",Others,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,Pens,"Brands, Desk Accessories, Office Supplies",true,Title,Default Title,,,,,,,,096 4012-1,0.0,shopify,-2,continue,manual,1.200,2.500,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04800-2.jpg?v=1756134400,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-graphite-pencil-pkt-original-eraser-pkt-foska-sharpener-pkt,ORIGINAL Graphite Pencil Pkt + ORIGINAL Eraser Pkt +  FOSKA Sharpener  Pkt,<p>ORIGINAL 1 Packet of 12 pcs of Graphite Pencil Without Eraser <br>ORIGINALl - 1 Packet of  20 pcs of Clean &amp; Smooth Erasers <br>FOSKA - 1 Packet of 24 pcs of Aluminum Alloy Sharpeners </p>,Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Writing Pencils > Wooden Pencils,Pencils,"Brands, Desk Accessories, Office Supplies",true,Title,Default Title,,,,,,,,"""097 43971  + 082 001 + 067 A1002",0.0,shopify,-1,continue,manual,2.400,3.600,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04800copy2_f442aa21-36d7-4da8-9a52-457159f4c6b7.jpg?v=1756488071,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,hb,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-highlighter-set-original-03-nos-of-correction-pens,ORIGINAL - Highlighter set + ORIGINAL 03 Nos. of Correction Pens,"<p>ORIGINAL - Highlighter set of 3 pcs </p>
<p>Mix colors:Yellow/Orange/Blue </p>
<p>+</p>
<p>ORIGINAL 03 Nos. of Correction Pens of sizes 7ml /12ml/12ML</p>",Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Markers & Highlighters > Highlighters,Desk Accessories,"Brands, Desk Accessories, Office Supplies",true,Title,Default Title,,,,,,,,092 800-10 YW/OR/BU + 071 100020/44/06,0.0,shopify,-13,continue,manual,1.000,1.250,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04870copy.jpg?v=1756132754,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,,bullet,,,,,,,,,,,,,,,,,,kg,,,true,,,active
double-a-l-shaped-clear-file-12-pcs-omega-xl-ball-pen-50-pcs-pkt,DOUBLE A  L-Shaped Clear File 12 pcs + OMEGA - XL Ball Pen 50 pcs pkt,<p>DOUBLE A - L-Shaped Clear File Packet of 12 pcs <br>OMEGA - XL Ball Pen 1.0 mm Blue Packet of 50 pcs     </p>,Stationery Online KW,Office Supplies > Filing & Organization > Binding Supplies > Binder Accessories > Sheet Protectors,"","",true,Title,Default Title,,,,,,,,066 DAPP-LF-12-CL-ME  + 096 4012-50BU,0.0,shopify,-1,deny,manual,1.800,2.100,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04873copy_db460363-b960-47c1-bc00-0e5615a52aa0.jpg?v=1756132219,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polypropylene-pp; plastic,a4,,,,,,,,,,,,,,kg,,,true,,,active
orange-100-pcs-pocket-folder-11-holes-with-12-pcs-l-shape-folder,ORANGE -100 pcs Pocket Folder 11 Holes with 12 pcs L Shape Folder,"<p>""ORANGE - Pocket Folder 11 Holes, 40 Micron Thickness, </p>
<p>Quantity: Packet of 100 pcs. </p>
<p>+ </p>
<p>ORANGE-A4 Size L-Shape Folder 150 Micron Thickness</p>
<p>Quantity: Packet of 12 Pcs. </p>
<p><br></p>",Stationery Online KW,Office Supplies > Filing & Organization > Folders & Report Covers > Pocket Folders,"","",true,Title,Default Title,,,,,,,,"""082 419357 + 082 55661",0.0,shopify,-2,continue,manual,1.200,1.750,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04873copy.jpg?v=1756131706,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-graphite-pencils-pkt-with-clean-smooth-erasers-pkt,ORIGINAL Graphite Pencils Pkt with Clean & Smooth Erasers Pkt,"<p>Graphite Pencil Without Eraser 2 Packets of 12pc each<br>Eraser Clean Smooth Packet of 20 pcs.</p>
<p>""</p>",Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Writing Pencils > Wooden Pencils,Desk Accessories,"Brands, Desk Accessories, Office Supplies",true,Title,Default Title,,,,,,,,097 43971  + 082 001,0.0,shopify,0,continue,manual,1.500,2.600,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/20pcsDSC04802copy2.jpg?v=1756128479,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
horse-24-color-pencil-with-sharpener-with-omega-nbsp-s-shape-sharpner-pkt-10,HORSE  24 Color Pencil With Sharpener  with Omega Sharpener Pkt of 10 Pcs,"<p><span> Horse Brand  24 Color Pencil Set of Tailand Origin </span></p>
<p><span>Omega -  S Shape Sharpner Pkt/10  قلم الوان</span></p>",Horse,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Art Pencils,Pencils,"Brands, Office Supplies, PENCILS, Pencils & Accessories",true,Title,Default Title,,,,,,,,035 H-2080-24 + 096 1762/1,0.0,shopify,0,continue,manual,2.200,2.500,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04852copy2.jpg?v=1756487148,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
horse-24-color-pencil-with-sharpener-with-omega-nbsp-s-shape-sharpner-pkt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04852copy2_a4019f6a-4b5e-4570-9882-cf3b3e1cba10.jpg?v=1756487301,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse-24-color-pencil-with-sharpener-with-omega-nbsp-s-shape-sharpner-pkt-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04852copy2_cb7b4891-09f6-44b3-8b1b-9a3db70ff963.jpg?v=1756487550,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original-graphite-pencils-pkt-with-clean-24pc-smooth-erasers-pkt,ORIGINAL Graphite Pencils Pkt with Clean &  Smooth Erasers Pkt,<p><span><br>Graphite Pencil Without Eraser 2 Packets of 12pc each<br>Eraser Clean &amp; Smooth Packet of 30 pcs. </span><span></span></p>,Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Writing Pencils > Wooden Pencils,Desk Accessories,"Brands, Office Supplies, Original",true,Title,Default Title,,,,,,,,082 OR-003 + 097 43971,0.0,shopify,-1,continue,manual,1.500,2.800,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/30pcsDSC04802copy2.jpg?v=1756127872,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-permanent-marker-cut-tip-set-6,ORIGINAL A90 Permanent Marker Set,<p>Original Brand model A90 Permanent Marker<br>Tip: Cut<br>Packing 6 pcs Set<br>Mix Color - Blue / Black / Red / Green</p>,Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Markers & Highlighters > Markers,markers,"Brands, Desk Accessories, Office Supplies",true,Title,Default Title,,,,,,,,092 A90-10,0.0,shopify,-11,continue,manual,0.750,0.900,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04823copy.jpg?v=1756134658,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-a70-permanent-marker-set,ORIGINAL A70 Permanent Marker  Set,<p>Original Brand Model A70 Permanent Markers<br>Packing: Set of 6 pcs<br>Tip: Round T<br>Colors: Mix Colors- Blue / Black / Red / Green</p>,Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Markers & Highlighters > Markers,White boards,"Brands, Desk Accessories, Markers, Original",true,Title,Default Title,,,,,,,,092 A70-10,0.0,shopify,-8,continue,manual,0.750,0.900,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04845copy.jpg?v=1756045509,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,,bullet,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-a509-white-board-marker-6pc-set,ORIGINAL A509 White Board Marker 6pc Set,"<p style=""text-align: left; padding-left: 40px;"">Original Brand Model A509 White Board Marker set<br>Packing: 6 Pieces Set&amp;nbsp;&amp;nbsp;<br>Colors: Mix Color - Blue / Black / Red / Green<br>Tip: Cut<br></p>",Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Markers & Highlighters > Markers,White boards,"Desk Accessories, MARKER PENS, Markers",true,Title,Default Title,,,,,,,,092 A509-10,0.0,shopify,-19,continue,manual,0.750,0.900,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04832copy_7706e2e9-9b4a-4a2d-a44d-a2aa482ea7be.jpg?v=1756044489,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,,chisel,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-white-board-marker-set,ORIGINAL White Board Marker Set,"<p>Original Brand white Board Marker set of 6 pieces </p>
<p>Mixed Colors Blue/Red/Green/Black</p>
<p>Tip: Round </p>",Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Markers & Highlighters > Markers,White boards,"",true,Title,Default Title,,,,,,,,092 A500-6  MAX,0.0,shopify,-17,continue,manual,0.750,0.900,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04812copy.jpg?v=1756043525,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,,bullet; chisel,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-3-pcs-of-premium-register-record-book-copy,ORIGINAL 3 Pcs of Premium Register Record Book A5,"<p><br>ORIGINAL Brand Premium Register Record Book</p>
<ul>
<li>I QR </li>
<li>50 Sheets </li>
<li>Size: A5</li>
<li>Packing : 3 Registers /Record Books</li>
</ul>
<p><br></p>",Original®,Office Supplies > General Office Supplies > Paper Products > Business Forms & Receipts,Books & Forms,"",false,Title,Default Title,,,,,,,,202 EOSG240315,0.0,shopify,0,continue,manual,0.990,1.000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/A5DSC04795copy.jpg?v=1756031345,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,draft
original-3-pcs-of-premium-register-record-book,ORIGINAL 3 Pcs of Premium Register Record Book A6,"<p>ORIGINAL Brand Premium Register Record Book</p>
<ul>
<li>1 QR </li>
<li>50 Sheets </li>
<li>Size: A6</li>
<li>Packing : 3 Registers /Record Books</li>
</ul>
<p><br></p>",Original®,Office Supplies > General Office Supplies > Paper Products > Business Forms & Receipts,Books & Forms,"",true,Title,Default Title,,,,,,,,202 EOSG240316,0.0,shopify,-6,continue,manual,0.750,1.000,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/A6DSC04795copy.jpg?v=1756027952,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
dollar-budget-5-pkts-of-ball-pens,DOLLAR Budget 5 Pkts of Ball Pens,"<p class=""MsoNormal"">DOLLAR Budget 5 Pkts of Ball Pens</p>
<p class=""MsoNormal"">Thickness: 1.0mm</p>
<p class=""MsoNormal"">Packing: 10 pcs packet x 5</p>
<p class=""MsoNormal"">Colors: Assorted (Blue/Green/Black/Red)</p>
<p class=""MsoListParagraph"" style=""margin-left: 59.5pt; mso-add-space: auto; text-indent: -.25in; mso-list: l0 level1 lfo1;""><!-- [if !supportLists]--><span style=""font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;""><span style=""mso-list: Ignore;"">·<span style=""font: 7.0pt 'Times New Roman';"">       </span></span></span><!--[endif]-->1 Box, 1 Color x 5</p>",Dollar,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,Pens,"",true,Title,Default Title,,,,,,,,401 202064/71/88/99,0.0,shopify,-14,continue,manual,1.200,2.000,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04810copy2.jpg?v=1756487679,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
dollar-5-pkts-of-clear-stick-ball-pens,DOLLAR  5 Pkts of Clear Stick Ball Pens,"<p class=""MsoNormal"">DOLLAR Brand Assorted 5 Pkts Clear Stick Ball Pens </p>
<p class=""MsoNormal"">Thickness: 0.7mm</p>
<p class=""MsoNormal"">Packing: 10 pcs packet x 5</p>
<p class=""MsoNormal"">Colors: Assorted (Blue/Green/Black/Red)</p>
<p class=""MsoListParagraph"" style=""margin-left: 59.5pt; mso-add-space: auto; text-indent: -.25in; mso-list: l0 level1 lfo1;""><!-- [if !supportLists]--><span style=""font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;""><span style=""mso-list: Ignore;"">·<span style=""font: 7.0pt 'Times New Roman';"">       </span></span></span><!--[endif]-->1 Box, 1 color x 5</p>",Dollar,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pens > Ballpoint Pens,Pens,"",true,Title,Default Title,,,,,,,,401 208127/34/41/58,0.0,shopify,-9,continue,manual,1.800,2.500,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04791copy2.jpg?v=1756487817,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
original-2-pkt-graphite-pencils-24-pcs-sharpeners,ORIGINAL 2 Pkt Graphite Pencils+ 24 Pcs Sharpeners,"<p style=""margin-bottom: 0in; line-height: normal;"" class=""MsoNormal""> </p>
<p style=""margin-bottom: 0in; line-height: normal;"" class=""MsoNormal""><b><span style=""font-family: 'Calibri',sans-serif; mso-fareast-font-family: 'Times New Roman'; color: black; mso-font-kerning: 0pt; mso-ligatures: none;"">ORIGINAL Brand 2 Pkt of 12pcs of Graphite Pencils </span></b></p>
<p style=""margin-bottom: 0in; line-height: normal;"" class=""MsoNormal""><b><span style=""font-family: 'Calibri',sans-serif; mso-fareast-font-family: 'Times New Roman'; color: black; mso-font-kerning: 0pt; mso-ligatures: none;"">Pencials without Erasers on the back</span></b></p>
<p style=""margin-bottom: 0in; line-height: normal;"" class=""MsoNormal""><b><span style=""font-family: 'Calibri',sans-serif; mso-fareast-font-family: 'Times New Roman'; color: black; mso-font-kerning: 0pt; mso-ligatures: none;"">+ FOSKA Brand 1 Pack of 24 Pcs Aluminum Alloy Sharpeners</span></b></p>
<p style=""margin-bottom: 0in; line-height: normal;"" class=""MsoNormal""><b><span style=""font-family: 'Calibri',sans-serif; mso-fareast-font-family: 'Times New Roman'; color: black; mso-font-kerning: 0pt; mso-ligatures: none;"">Packing: Pencils - 2 packets. </span></b></p>
<p style=""margin-bottom: 0in; line-height: normal;"" class=""MsoNormal""><b><span style=""font-family: 'Calibri',sans-serif; mso-fareast-font-family: 'Times New Roman'; color: black; mso-font-kerning: 0pt; mso-ligatures: none;"">                Erasers - 2 packets. </span></b></p>",Original®,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Writing Pencils > Wooden Pencils,Pencils,"",true,Title,Default Title,,,,,,,,097 43971 + 067 A1002,0.0,shopify,-1,continue,manual,1.500,2.300,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04802copy2_244d7cfa-cdab-49c4-80b3-f57cb6e56144.jpg?v=1756488219,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,multicolor,,,,,,,,,hb,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
horse-24-color-pencils-set-with-eraser-pack,HORSE 24 Color Pencils Set with Eraser Pack,"<p class=""MsoNormal"">Horse Brand 24 Color Pencil With Sharpener + 20pcs ORIGINAL Eraser pack</p>
<p class=""MsoNormal"">Packing: 24 Color Pencil set +  20 pc Eraser packet </p>
<p class=""MsoNormal"">Color Pencils: Made in Thailand</p>",Horse,Office Supplies > Office Instruments > Writing & Drawing Instruments > Pens & Pencils > Pencils > Art Pencils,Pencils,"",true,Title,Default Title,,,,,,,,035 H-2080-24 + 082 001,0.0,shopify,-2,continue,manual,2.100,2.500,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04780copy2.jpg?v=1756487916,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
horse-24-color-pencils-set-with-eraser-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC04853copy2.jpg?v=1756487969,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original®-document-cabinet-4-drawers,Original® Document Cabinet - 4 drawers,"<p>Original® Document Cabinet - 4 drawers </p>
<ul>
<li>4 Drawers (with lock) 27cm x 36cm x 25.5cm (WxLxH)</li>
<li>4 Drawers (without lock) 27cm x 35cm x 23cm (WxLxH)</li>
</ul>
<p>* 4 Layers separation design<br>* Index tab built-in to drawer front<br>* Large capacity storage<br>* Can store A4 folders, books, and other objects <br>* Made in China <br></p>",Original®,Furniture > Cabinets & Storage > File Cabinets,Desktop Set,"Desk Accessories, Office, Office Supplies, Original",true,Type,With Lock,,Color,beige,product.metafields.shopify.color-pattern,,,,093 420215s-1,0.0,shopify,85,deny,manual,6.500,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/forwebsite4.jpg?v=1743614215,1,"",false,,,463,,,,,,,,,,,,,,,,,,,,,,,beige; black,,,,,,wood,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/4202155_copy.jpg?v=1743614215,kg,,,true,,,active
original®-document-cabinet-4-drawers,,,,,,,,,With Lock,,,black,,,,,093 420218S,0.0,shopify,88,deny,manual,6.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/420215_copy.jpg?v=1743614215,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/4202185_copy.jpg?v=1743614215,kg,,,,,,
original®-document-cabinet-4-drawers,,,,,,,,,Without lock,,,beige,,,,,093 420215,0.0,shopify,87,deny,manual,5.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/4202155_copy.jpg?v=1743614215,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/420215_copy.jpg?v=1743614215,kg,,,,,,
original®-document-cabinet-4-drawers,,,,,,,,,Without lock,,,black,,,,,093 420218,0.0,shopify,93,deny,manual,5.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/420218-1_copy_db80862f-239c-4525-a31f-4cd4862c56ad.jpg?v=1743614215,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/420218-1_copy_db80862f-239c-4525-a31f-4cd4862c56ad.jpg?v=1743614215,kg,,,,,,
original®-document-cabinet-4-drawers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/4202185_copy.jpg?v=1743614215,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
